step          none      temp        potential_energy  none                none              none          none
      1430  0.00000000  595.338   -177.0662220174   -166.3338601840      0.0000000000   0.435151E+01     1.93
      1435  0.00000000  685.231   -177.0396163732   -166.2818343538      0.0000000000   0.436832E+01     1.72
      1440  0.00000000  605.605   -177.0468551582   -166.2744852007      0.0000000000   0.438023E+01     2.58
      1445  0.00000000  333.027   -177.0242201668   -166.2464221262      0.0000000000   0.438881E+01     2.14
      1450  0.00000000  400.652   -177.0138762193   -166.2250815635      0.0000000000   0.438984E+01     1.72
      1455  0.00000000  428.303   -177.0228616881   -166.2249931025      0.0000000000   0.440073E+01     4.29
      1460  0.00000000  381.090   -177.0111435885   -166.2068160054      0.0000000000   0.443687E+01     3.43
      1465  0.00000000  484.544   -177.0129237652   -166.1974247489      0.0000000000   0.447068E+01     8.16
      1470  0.00000000  305.231   -176.9879150057   -166.1689217141      0.0000000000   0.451549E+01     3.43
      1475  0.00000000  385.341   -177.0092598193   -166.1803878077      0.0000000000   0.454162E+01    35.22
      1480  0.00000000  508.121   -177.0073594557   -166.1672351491      0.0000000000   0.458980E+01     5.79
      1485  0.00000000  432.366   -176.9941345853   -166.1465662088      0.0000000000   0.463534E+01     6.22
      1490  0.00000000  445.700   -176.9890978398   -166.1290217319      0.0000000000   0.467357E+01     4.08
      1495  0.00000000  495.032   -176.9678969095   -166.0941548681      0.0000000000   0.471313E+01     4.72
      1500  0.00000000  564.039   -176.9611894886   -166.0724174222      0.0000000000   0.475629E+01    11.78
      1505  0.00000000  666.652   -176.9691163721   -166.0650548211      0.0000000000   0.478762E+01     8.98
      1510  0.00000000  657.728   -176.9673077023   -166.0481946863      0.0000000000   0.480694E+01     8.36
      1515  0.00000000  620.525   -176.9577306339   -166.0274061442      0.0000000000   0.482936E+01     8.37
      1520  0.00000000  387.699   -176.9547941966   -166.0222243320      0.0000000000   0.485794E+01     9.22
      1525  0.00000000  275.016   -176.9422917252   -166.0063760128      0.0000000000   0.490006E+01     9.21
      1530  0.00000000  211.423   -176.9522550987   -166.0138294455      0.0000000000   0.495785E+01    12.45
      1535  0.00000000  312.663   -176.9435757777   -165.9983337814      0.0000000000   0.504398E+01     6.86
      1540  0.00000000  510.688   -176.9434307584   -165.9864367424      0.0000000000   0.514201E+01     3.22
      1545  0.00000000  656.174   -176.9226710976   -165.9491210962      0.0000000000   0.527859E+01     7.32
      1550  0.00000000  870.897   -176.9078638487   -165.9104899561      0.0000000000   0.543497E+01     4.58
      1555  0.00000000 1241.393   -176.8929322523   -165.8465212564      0.0000000000   0.567054E+01     7.30
      1560  0.00000000 1652.728   -176.8904228972   -165.7497971246      0.0000000000   0.596827E+01     3.22
      1565  0.00000000 1695.900   -176.8820023093   -165.6208290293      0.0000000000   0.631050E+01     9.87
      1570  0.00000000 1401.770   -176.8959396256   -165.5465623484      0.0000000000   0.659555E+01     8.15
      1575  0.00000000  764.528   -176.9144437747   -165.5333430878      0.0000000000   0.674900E+01     5.79
      1580  0.00000000  554.233   -176.9278427692   -165.5308085733      0.0000000000   0.682045E+01     7.08
      1585  0.00000000  462.672   -176.9376807511   -165.5291619390      0.0000000000   0.686333E+01     7.94
      1590  0.00000000  421.254   -176.9401548335   -165.5220943091      0.0000000000   0.688076E+01     6.87
      1595  0.00000000  435.691   -176.9098077790   -165.4831457047      0.0000000000   0.686482E+01     7.72
      1600  0.00000000  434.774   -176.9426470876   -165.5079493081      0.0000000000   0.682640E+01     9.22
      1605  0.00000000  399.586   -176.9328045332   -165.4898537223      0.0000000000   0.679543E+01     8.28
      1610  0.00000000  370.486   -176.9132880972   -165.4625975223      0.0000000000   0.679795E+01     5.58
      1615  0.00000000  402.972   -176.9132367171   -165.4536387085      0.0000000000   0.681738E+01     7.73
      1620  0.00000000  538.150   -176.9368917945   -165.4640461702      0.0000000000   0.683997E+01     2.79
      1625  0.00000000  676.634   -176.9340795486   -165.4437298898      0.0000000000   0.686416E+01     2.58
      1630  0.00000000  782.937   -176.9303428510   -165.4165371340      0.0000000000   0.688210E+01     2.58
      1635  0.00000000  882.257   -176.9273955902   -165.3811942926      0.0000000000   0.689701E+01     3.01
      1640  0.00000000 1054.774   -176.9326301119   -165.3446907940      0.0000000000   0.690417E+01     3.01
      1645  0.00000000  575.371   -176.9475068796   -165.3350306827      0.0000000000   0.689176E+01     2.36
      1650  0.00000000  640.621   -176.9615889634   -165.3317044822      0.0000000000   0.694755E+01     1.50
      1655  0.00000000  414.441   -176.9737969101   -165.3376960270      0.0000000000   0.702425E+01     2.58
      1660  0.00000000  340.018   -176.9712836541   -165.3290012341      0.0000000000   0.709267E+01     3.86
      1665  0.00000000  247.307   -176.9551857994   -165.3091215490      0.0000000000   0.713139E+01     1.72
      1670  0.00000000  320.885   -176.9583610767   -165.3054025600      0.0000000000   0.713799E+01     1.72
      1675  0.00000000  321.551   -176.9601396554   -165.3017503432      0.0000000000   0.713599E+01     1.72
      1680  0.00000000  489.295   -176.9567905734   -165.2842697188      0.0000000000   0.713298E+01     1.93
      1685  0.00000000  656.521   -176.9489014548   -165.2540755265      0.0000000000   0.715462E+01     2.58
      1690  0.00000000  637.316   -176.9291648322   -165.2119480269      0.0000000000   0.720042E+01     1.93
      1695  0.00000000  473.660   -176.8979739129   -165.1659285670      0.0000000000   0.724431E+01     2.36
      1700  0.00000000  287.302   -176.8636970231   -165.1255632789      0.0000000000   0.728924E+01     2.15
      1705  0.00000000  229.999   -176.8473096938   -165.1068227680      0.0000000000   0.730244E+01     3.00
      1710  0.00000000  299.312   -176.8432886754   -165.0987469909      0.0000000000   0.730700E+01     1.51
      1715  0.00000000  330.689   -176.8505311504   -165.1021562424      0.0000000000   0.733606E+01     2.15
      1720  0.00000000  315.422   -176.8436323270   -165.0929368816      0.0000000000   0.740544E+01     1.50
      1725  0.00000000  299.986   -176.8361089710   -165.0842296823      0.0000000000   0.749497E+01     1.72
      1730  0.00000000  282.343   -176.8231794763   -165.0699122894      0.0000000000   0.762691E+01     1.93
      1735  0.00000000  323.591   -176.8279361208   -165.0725729881      0.0000000000   0.772344E+01     4.08
      1740  0.00000000  213.313   -176.8386664023   -165.0853316572      0.0000000000   0.779225E+01     2.15
      1745  0.00000000  296.919   -176.8483866399   -165.0905461914      0.0000000000   0.786924E+01     3.86
      1750  0.00000000  319.997   -176.8425182239   -165.0834854914      0.0000000000   0.791842E+01     2.36
      1755  0.00000000  559.379   -176.8294752782   -165.0612319193      0.0000000000   0.794039E+01     3.87
      1760  0.00000000  616.754   -176.8059457364   -165.0242312385      0.0000000000   0.799682E+01     1.72
      1765  0.00000000 1103.218   -176.7965423082   -164.9797870595      0.0000000000   0.808055E+01     3.01
      1770  0.00000000 1171.386   -176.8212385771   -164.9608506483      0.0000000000   0.811675E+01     1.93
      1775  0.00000000 1474.898   -176.8729478867   -164.9581133822      0.0000000000   0.805662E+01     2.36
      1780  0.00000000  919.682   -176.9200155784   -164.9806192728      0.0000000000   0.801947E+01     1.72
      1785  0.00000000 1006.625   -176.9724816562   -165.0052283965      0.0000000000   0.797722E+01     1.72
      1790  0.00000000 1676.857   -177.0282559354   -164.9856233043      0.0000000000   0.790144E+01     2.36
      1795  0.00000000 1414.912   -177.0699303722   -164.9333639200      0.0000000000   0.780955E+01     3.01
      1800  0.00000000  816.662   -177.0687206121   -164.8940245242      0.0000000000   0.775990E+01     1.29
      1805  0.00000000  478.222   -177.0552109952   -164.8696767551      0.0000000000   0.779301E+01     2.79
      1810  0.00000000  489.132   -177.0253023893   -164.8228906065      0.0000000000   0.789421E+01     2.78
      1815  0.00000000  323.031   -177.0093821037   -164.8019825568      0.0000000000   0.796520E+01     1.93
      1820  0.00000000  310.138   -177.0088068139   -164.7967853038      0.0000000000   0.803719E+01     2.58
      1825  0.00000000  325.127   -177.0136538161   -164.7962818370      0.0000000000   0.809755E+01     2.79
      1830  0.00000000  284.396   -177.0121937031   -164.7911010799      0.0000000000   0.813235E+01     2.57
      1835  0.00000000  400.913   -177.0046938683   -164.7727573050      0.0000000000   0.822286E+01     3.86
      1840  0.00000000  711.064   -176.9928502014   -164.7432271201      0.0000000000   0.824718E+01     3.43
      1845  0.00000000  863.508   -176.9693076423   -164.6956375458      0.0000000000   0.830620E+01     2.64
      1850  0.00000000  790.298   -176.9661797882   -164.6709911057      0.0000000000   0.833012E+01     2.79
      1855  0.00000000  628.254   -176.9375631614   -164.6252864627      0.0000000000   0.832764E+01     1.72
      1860  0.00000000  460.181   -176.9461243560   -164.6235041927      0.0000000000   0.834514E+01     2.80
      1865  0.00000000  308.634   -176.9322393920   -164.6045890590      0.0000000000   0.836855E+01     2.36
      1870  0.00000000  167.916   -176.9396068655   -164.6117801094      0.0000000000   0.838072E+01     3.22
      1875  0.00000000  113.856   -176.9411946663   -164.6130578419      0.0000000000   0.838709E+01     4.94
      1880  0.00000000  150.851   -176.9258873878   -164.5960708235      0.0000000000   0.836214E+01     1.72
      1885  0.00000000  217.364   -176.9433586806   -164.6117934202      0.0000000000   0.835569E+01     4.29
      1890  0.00000000  217.025   -176.9403871029   -164.6075856126      0.0000000000   0.830702E+01     2.79
      1895  0.00000000  152.745   -176.9204291752   -164.5875761231      0.0000000000   0.826360E+01     2.15
      1900  0.00000000  183.053   -176.9088886069   -164.5743205186      0.0000000000   0.825076E+01     1.50
      1905  0.00000000  244.177   -176.9461666657   -164.6086348043      0.0000000000   0.821756E+01     3.01
      1910  0.00000000  306.772   -176.9232974448   -164.5848098122      0.0000000000   0.819360E+01     4.93
      1915  0.00000000  414.824   -176.9165698425   -164.5764954974      0.0000000000   0.818315E+01     5.14
      1920  0.00000000  406.932   -176.9145922797   -164.5749301030      0.0000000000   0.816258E+01     8.37
      1925  0.00000000  340.172   -176.9002608128   -164.5601989530      0.0000000000   0.813747E+01    13.30
      1930  0.00000000  294.763   -176.9066863214   -164.5663786151      0.0000000000   0.808601E+01     6.65
      1935  0.00000000  301.817   -176.9204821110   -164.5788253673      0.0000000000   0.801452E+01     4.29
      1940  0.00000000  325.056   -176.9336375443   -164.5889833158      0.0000000000   0.794991E+01    11.59
      1945  0.00000000  421.322   -176.9604228738   -164.6095038539      0.0000000000   0.790390E+01     7.28
      1950  0.00000000 1042.887   -176.9890850221   -164.6082167092      0.0000000000   0.777036E+01     5.93
      1955  0.00000000 1748.079   -177.0315034703   -164.5576922253      0.0000000000   0.757535E+01     7.29
      1960  0.00000000  287.912   -177.0242538091   -164.5429157660      0.0000000000   0.752158E+01     6.86
      1965  0.0000000017209.345   -177.0552749885   -157.4854587591      0.0000000000   0.747593E+01     9.22
      1970  0.00000000 3651.215   -176.9783726860   -159.3165515394      0.0000000000   0.733086E+01    14.14
      1975  0.00000000  913.994   -176.9384112861   -159.2462228652      0.0000000000   0.742865E+01     3.43
      1980  0.00000000  481.772   -176.9416208536   -159.2342789437      0.0000000000   0.751421E+01     3.86
      1985  0.00000000  590.243   -176.9627730402   -159.2260385167      0.0000000000   0.754635E+01     3.00
      1990  0.00000000  499.010   -176.9940392375   -159.2333403127      0.0000000000   0.758735E+01     3.43
      1995  0.00000000  413.934   -177.0105717237   -159.2308375551      0.0000000000   0.762188E+01     4.46
      2000  0.00000000  240.542   -177.0142932209   -159.2257631737      0.0000000000   0.764265E+01     3.01
      2005  0.00000000  233.440   -177.0190583652   -159.2214376484      0.0000000000   0.766874E+01     2.36
      2010  0.00000000  250.655   -177.0197959150   -159.2142512445      0.0000000000   0.768160E+01     2.36
      2015  0.00000000  231.860   -177.0290181434   -159.2171952938      0.0000000000   0.772519E+01     2.79
      2020  0.00000000  260.393   -177.0351200046   -159.2158689389      0.0000000000   0.779968E+01     4.51
      2025  0.00000000  273.369   -177.0422741904   -159.2165900738      0.0000000000   0.788207E+01     2.79
      2030  0.00000000  271.887   -177.0461162346   -159.2149301502      0.0000000000   0.796829E+01     4.07
      2035  0.00000000  252.795   -177.0497507491   -159.2136595191      0.0000000000   0.804779E+01     3.65
      2040  0.00000000  264.193   -177.0501280089   -159.2090838887      0.0000000000   0.810122E+01     1.29
